sentence,label
harganya terjangkau tempatnya juga luas banget cocok buat ngerjain tugas,neutral
makannya enak enakk,positive
kuah enggak panas bakso masih dingin mungkin bisa di rubah konsepnya harusnya dilayani saja agar tidak lama antri karena banyak yang lelet kalo ambil bakso memikir dulu belum lagi saling tanya mau yang apa mau yang mana konsepnya mending bakso diambilkan sama kuah entar di sisi lain baru sayur mie ambil sendiri saos merahnya ganti dong jangan yang model jely begitu bening enggak mantap semoga bisa bebenah terutama dari segi konsep pelayanan,negative
tempatnya bersih luas dan pelayanan cepat ada tempat outdoor dan indoornya,neutral
mantap coy sambal pedaas,positive
warung idola anak kost dan pengandar ojol harga murah meriah rasa menggoyang lidah yuk mampir,positive
kafe yang cocok untuk kerjain tugas sampai subuh harfiah dihabiskan a keseluruhan malam sini dari jam sakit sampai jam pagi minumannya kalau dihitung murah banget menu makanannya perlu perbaikan tapi thats oke atmospherenya tak apa apa pelayanan ramah dan waitersnya baik banget saat ditanya tanyai,negative
tidak menyenangkan karena pesan menu meleleh cuma adonannya yang sesuai tapi tingkat kematangan tidak sesuai terlalu matang tidak lumer cuma yang beda adonan coklat dan tidak beli semua matang banget sepertinya mereka menyetok tidak membuat dadakan karena pelayanan sangat cepat,negative
baik rekomend banget ramah kasirnya,neutral
tolong karyawan nya di ingatkan karena pelayanan lama banget menunggu sampai jam,neutral
tempat nyaman buat nugas makanan minuman juga kantong pelajar pelayanan kakaknya juga ramah,neutral
tempat kafe yang nyaman untuk mengerjakan tugas dan juga ngumpul bareng teman teman,neutral
menu andalan setiap kelaparan malam hari ayam geprek si ijo uenak banget bisa refil nasi es th penyajian cepat sekali,positive
outlet gacoan dengan konsep yang beda sedikit antri makanan jadinya cepat enggak menunggu lama langsung di bawa sendiri parkir di dalam portal,neutral
mantap enak banget tempatnya nyaman,positive
makananya enak banget murah harga pelajar tempat nya nyaman,positive
suka banget makan di sini staf nya juga santai dan membantu,neutral
sering mampir ke sini tapi kali ini kecewa banget pesanan lama mungkin karena penjaganya baru paling kesel ya menunggu makan lama terus dapat makanan sambalnya enggak seperti biasa dan kol nya gosong,negative
tempat enak buat nongkrong lebih dekat juga dari rumah,positive
kami makan nya lewat jam cumi hitam tinggal yang panjang cuma pesan bayar baru bayar makan di sini tidak dapat minum harus pesan minum dan bayar,negative
tempatnya lumayan bagus sayang sekali tidak jam,neutral
harga murah bebas isi ulang th dan nasi serta ayam yang besar tempatnya juga cukup luas cocok untuk anak kos,positive
mantap tapi orang tidak suka karena ada tukang parkir yang taunya hanya ambil terus enggak di sebrangin,positive
nyaman tempatnya cocok buat mahasiswa cz yang harga adalah terjangkau lengkap dengan colokan untuk nugas,neutral
baru makan lagi setelah bulan lebih enggak ke sini dan banyak perubahan dimsum keju lebih kecil dimsum rambutan tetap besar,negative
menu kosong menunggu terlalu lama,negative
tempatnya luas enak adhem san yang paling favorit di mie gacoan adalaj dimsumnya khususnya siomay dan udang keju terbaik,positive
tempat makan nasi tempong yang menurut saya enak dan sesuai dengan kantong tapi kalau dari saya sendiri yang saya suka telur dadarnya dengan rasa nya yang enak atau mau pilihan lauk lain ada ayam yang lumayan besar potongan nya atau lauk lain seperti ikan udang sotong dan lain sebagainya,positive
solusi makanan murah cocok untuk anak kost dan mahasiswa dan selalu ada promonya juga di instagram maupun lewat kroco gratis ongkir mengepoi ig nya saja recomended bisa reservasi tempat,neutral
parkir mobil sedikit sekali tapi isi kursi banyak sekali apa memang target pasar nya orang bermotor saran toilet tolong ditambah jaringan,neutral
tolong diperteliti lagi untuk makananya,negative
tempatnya bersih luas dan nyaman dan dan benaran bisa ambil koyor sepuasnya pokoknya rekomend lah,neutral
menurut saya tempat ini menyajikan kopi termurah dikota malang karena banyak menu beli mendapatkan yang enak dan harganya sangat mengagetkan karena murah banget minuman oreonya enak kopi dingin brewnya kurang ya sebanding dengan uang yang dikeluarkan untuk ayam geprek matahnya saya suka asam dan pedasnya pas bawang merahnya royal dan enggak bikin bau mulut enak saja begitu nguyahnya,positive
sambelnya lebih mantap yang ini daripada yang ntuh,positive
kafe kopi studio adalah tempat yang sempurna untuk para pencinta kopi suasana yang nyaman dan desain interior yang modern membuat pengunjung merasa nyaman menu kopi yang ditawarkan sangat bervariasi mulai dari kopi lokal hingga internasional semua disajikan dengan kualitas yang tinggi pelayanan di kafe ini juga patut diacungi jempol barista yang ramah dan berpengetahuan siap membantu memilihkan kopi sesuai selera selain itu makanan pendamping yang tersedia seperti kue dan makanan ringan juga enak dan menambah kenikmatan saat menikmati kopi wifi yang cepat dan daerah yang cukup luas menjadikannya tempat yang ideal untuk bekerja atau berkumpul bersama teman tidak heran jika kafe kopi studio menjadi salah satu destinasi favorit di malang sangat direkomendasikan untuk siapa pun yang ingin menikmati pengalaman ngopi yang istimewa,positive
karyawan kurang ramah tidak membantu makananya sekarang banyak yang kualitas nya menurun cirengnya keras jatohnya jadi kerupuk nasinya lembekk kopinya aneh rasanya,negative
makanan nya murah kasir nya ramah,neutral
nyam nyam,neutral
kasir nya judess kalo enggak suasana enggak usah dibawa kerja kita juga kesana beli enggak mintaa mie nya enggak ada rasanya sama sekali alias hambar mie gacoan enggak ada kecapnya pucet dimsum nya juga dinginn huh kedepannya diperbaiki lagi deh,negative
tempatnya enak makanannya terjangkau colokan banyak wifi juga lumayan kencang bernilai tapi coba,positive
bisa dilihat ya pesanan datang di jam sedangkan urutan di jam jam lebih okelah kalo rame banget kekurangan kompor atau bahan lain tapi pesenan datang dalam keadaan mie sudah dingin bukan anget dingin es sudah mencair harfiah atasnya kalo disedot sudah hambar artinya pesenan aku sudah siap sejak lama tapi kenapa baru diantar ternyata setelah aku lihat servernya kurang orang pesenan yang sudah jadi dijadikan satu saja sampai server bingung ini pesenan siapa tingkat berapa dll makanya lama sekali dianternya belum lagi tiap orang yang datang ke server tanya pesenan saya kok belum ya itu dicari sama servernya di sistem satu satu terus dijawab oh belum kak masih antrian lagi yang seharusnya menurutku enggak perlu cek oleh sistem tinggal bilang mohon ditunggu ya kak kalau sudah nanti disebutkan kok nomor mejanya biar enggak buang waktu branch manajer mungkin bisa dievaluasi dilapangan bagaimana prosesnya biar efektif kasihan server kewalahan dan pelanggan menunggu lama,negative
baksonya nagih banget benar rasa daging nya kerasa banget sampai berasa daging mantap betul sekali,positive
makanan nya enak dan murah dekat juga dengan stasiun disarankan buat yang lagi menunggu kretaa buat berpergiann,positive
pelayannya bagus tempatnya bagus,neutral
makanan benar benar enak sekali sambal yang benar benar nampol rasanya,positive
mantap berdaging,positive
tempatnya nyaman pelayanan ramah wajib mampir kesini,neutral
tempatnya nyaman buat mengobrol sama doi jyakhh makanannya juga super murah guyzz,neutral
mantap kuah baksonya kerasa banget kaldunya sedap walau dimakan beningan tanpa kecap saus tomat sambel isian baksonya juga enak enak semua pentol baksonya berdaging banget coy cuma minus enggak ada isian bakso siomay saja sih disini jadi adanya beberapa varian isian bakso pentol bakso goreng mekar goreng panjang tahu gembos soun dan mie kuning ada lontong dan kerupuk kalo mau bahkan mie lidi juga ada kalo mau ngemil haha konsepnya diri layanan jadi makanan ambil sendiri lalu bayar di kasir tempatnya cukup luas ada lantai juga daftar putar lagu yang diputar juga naik tapi tanggal lagunya sangat menyenangkan pas makan sambil dengarkan lagu sempat ada lalat terbang pas makan untung cuma lalatnya keseluruhan soo baik pasti akan ayo kembali,positive
beli kopi ekonomis beli pilih minuman lain bebas enggak sampai rbkeyboard key name rasanya pun creamy,positive
makanan enak pelayan ramah makanan yang datang cukup cepat,positive
penyelamatan anak kost di malang,neutral
jangan pesan online hampir jam menunggu kasihan pengandar,neutral
pelayanan sangat lamaa minimal minuman dulu yang dikeluarkan pesan geprek seri komplit tapi enggak ada kol gorengnya,negative
enggak enak mie dingin dimsum dingin es batu bukan kristal kayak di tempat lain ribet sih menurutku buat cara pesennya mana lama lagi tolong dobg buat gacoan jangan jorok,negative
pelayanan enak nyaman seru kalo kesini jangan malam biar enggak lama nunggunya karena kalo malam pasti rame banget,neutral
ini benaran enak sambel nya pedas nampol pernah mencoba tempong lain tapi sambel nya bu ida ini aroma terasi nya khas harga nya juga murah wajib dicoba kalo lagi di banyuwangi,positive
layanan nya ramah makanan sama minuman nya murah sama enak,positive
pelayanan bagus tapi aga lama si soalnya memang ramee recomended,neutral
pengalaman makan malam di nasi tempong ini menunya bervariasi dan enak banget sambelnyaa enak dan harganya juga murahh,positive
kalau di sigura agak kurang bernilai untuk nugas karena gampang penuh jadi seringnya beli beli get dan dibawa pulang,negative
bagus banget tempatnya nyaman bisa bikin nongki membuat betah pelayanannya juga oke,neutral
ada staples se banyak itu di nasii,neutral
tempatnyaa keren banget nyaman buat mengapai saja harga nya juga murah meriah cocok buat mahasiswa sambel nya itu anda jossw banget,positive
disarankan banget silakan dicoba untuk perkedel jagung ayam panggangnya dijamin mantul,positive
tempatnya kumuh kamar mandinya bau lantainya kotor semua untuk makanannya juga agak kurang soalnya pesan cocho meleleh keju yang datang malah keju saja tapi untuk tempat ini kopi an terkumuh yang pernah ku datengin,negative
tempatnya bagus tapi tolong kalo ngopi di sini mejanya jangan di jadikan asbak kasihan petugasnya,neutral
referensi tempat makan di banyuwangi makanannya enak enak sambelnya puwedess banyak pilihan jajanan dan oleh khas banyuwangi,positive
cabang baru dengan dekorasi baru juga kursi nya lebih beragam dan juga ada sofa di indoor untuk yang mau senderan tempatnya juga masih di daerah sekitar kota jadi lumayan gampang dijangkau,neutral
tempatnya nyaman sekali pelayanannya juga luar biasa semoga selalu dipertahankan dan bisa membuat konsumennya betah,neutral
sudah menurun kualitasnya dulu masih langganan banget makan disini,negative
kurang banget sambelnya dikit juga lebih enak yang di depan ub kayaknya ini tehnya juga bukan th biasa kayak pakai serbuk begitu,negative
makanannya enak pelayanan cepat dan ramah,positive
piring kotor mie nya terlalu putih untuk pesanan gacoan porsi yang satu sedikit yang satunya lagi normal mie kurang matang mohon di perhatikan untuk manajer dan awak terima kasih,negative
bagus pelayanan keren,neutral
saya dua hari lalu ambil jauh beli hompimpa lvl lah kok pas sudah dirumah yang ada hompimpa lvl terus pas ambil mbak nya judes banget sambil mengobrol sama karyawan lain disayangkan padahal biasanya pelayanan nya bagus dan gaperna salah pesanan,negative
masih sebel kalo pesan shopee makanan disini sudah jelas ada yang kurang masih ngeyel lewat telfon pegawainya pegawainya kurang literasi dan ngeyelan jelas bayarnya kalo nasi bakso telur sama cireng cirengnya dikasih ngeyel kalo harus bertambah byar lagi padahal nasi telur bakso tanpa cireng harga an saja sini deh bayar ngeyel kurang pelatihan pegawainya pecat saja sams minuman kurang enggak bakalan pesan sini lagi,negative
tempat indornya enak dingin tapi yang di luar agak panas ada kipas anginnya tapi kurang berasa keseluruhan tempatnya nyaman buat nugas ada musholanya juga jadi enak kalau mau nugas agak lama,neutral
terlalu mahal enggak dijelasin kasir kalau pakai sambel bertambah harga kurang ramah rasanya jujur enakan dulu entah kenapa sekarang hambar condiment enggak lengkap pernah beli cuma dapat nasi ayam doang sayur enggak ada tahu enggak ada k sudah bisa dapat ayam geprek yang lebih bernilai itu belum juga ada parkir harga mahasiswa darimana,negative
rekomendasi makan malam untuk daerah banyuwangi,neutral
rekomendasi untuk mahasiswa nasi ambil sendiri es juga ambil sendiri kurang bisa bertambah,negative
biasa saja oke saya wisatawan dari bali karena kelaparan kami mencoba cari tempat makan favorit di banyuwangi setelah mencari keluarlah tempong bu nah akhirnya kita menuju kesana parkir cukup ribet dibahu jalan pelayanan agak kurang ramah kurang hygine dan susahnya mencari tempat duduk karena sistemnya kalian setelah mengambil makanan anda harus berburu tempat duduk syukur syukur dapat setelah mencoba rasanya biasa saaja kurang nendang dan enggak seheboh kata orang menurut saya,negative
nyaman bersih pelayan baik asik buat nongkrong,neutral
tempatnya nyaman dan bernilai itu buat nongkrong makanan serta minumannya murah dan enak,positive
pas sudah bayar mau makan ternyata ada tulisannya beri bintang di peta gratis esteh kenapa kasir nya diam saja enggak beritahu pas pelanggan beli minuman,neutral
kasir yang cewek kurang ramah,neutral
sebagai warga bekasi yang enggak kuat dinginnya malam di malang pas mesen panas cokelat enggak tersedia karena katanya cuma ada es pesan yang tidak es yang datang benar sih tidak es tapi minumannya cuma setengah maksudku bolehlah ada air begitu,negative
pesan mie gacoan tingkat buat di takeaway tapi malah dikasih mie hompimpa tingkat kasir juga mengobrol sendiri kurang fokus pas ngelayani,negative
tolong tempat masaknya di bersihkan dong aku biasanya beli di jember meski paling pedas enggak pernah diare ini beli yang enggak pedas disini diare sama temenku juga waktu itu beli via gojek tadi lihat langsung ke tempat ternyata lumayan kotor tempat masaknya,negative
bagi yang suka pedas mampir kesini saja lauk bisa pilih sendiri,neutral
pesan lewat grabfood pesan menu dimsum keju sama dumpling mentah enggak layak di konsumsi jadi saya buang menu mi milenial setengah matang yang enggak dapat siomay goreng sama telur renyah nasi keras terimakasih atas makanannya,negative
pelayanan tidak ramah kasir melayani sambil bercanda karyawan ketika ditanya mengenai pelayanan tidak bisa menjawab makanan dihidangkan dalam keadaan dingin anyep,negative
apakah sistem yang sekarang sudah ganti biasanya menit selesai dan di antar hampir menit juga belum di antar setelah di tanyakan ternyata diri layanan namun tidak juga di bunyikan alarmnya makanan mulai dingin enggak asik gacoan sekarang,negative
karyawan jutek dan tidak ramah terhadao costumor mohon lebih di evaluasi kembali untuk karyawannya,neutral
nasi tempong yang termasuk murah tapi pilihannya enggak yang terlalu banyak banget ya dia sudah dapat sayur tahu tempe bakwan jagung ikan asin sambel tinggal tambah mau lauk apa tadi makan tambah pepes tongkol jadi rbkeyboard key name sajahh agustus,neutral
pertama kali makan di sini sudah mengecewakan kasirnya judes banget baru pertama kali pakai aplikasi kasir menunggu sampai setengah jam kuah bakso dari panas sampai dingin rasa baksonya juga biasa saja enggak sesuai dengan slogannya kg daging ons tepung terus pesan minum bakso sudah habis minumnya baru datang pesan es jeruk nipis tapi yang datang es udara gula enggak bernilai itu banget dan nyetel musik kencang dan jelas lagunya tidak rekomendasi sama sekali masih banyak bakso di malang raya dengan pelayanan yang baguskapok deh cukup sekali saja,negative
sendoknya datar memberi bos,negative
mohon ditingkatkan lagi pendengarannya seharusnya dimakan di tempat malah di bungkus,negative
pelayanan lemot,neutral
lama banget udang kejunya sudah mateng duluan tapi mie nya belum sampai pas sudah bisa diambil udangnya sudah dingin pegawai nya juga lelet banget padahal juga enggak rame banget,negative
mungkin untuk sebagian staf bisa di pelatihan sempurna layanan lebih baik lagi karena tingkat kesabaran dalam menghadapi berbagai macam cust itu beda harus bisa lebih memaklumi saya tidak tau semua staf disini memang jutek semua atau hanya oknum tertentu saja juga ketika menghandle orang tua harus bisa lebih sabar dan memaklumi dikarenakan pesatnya perkembangan teknologi membuat mereka menjadi gaptek jika memang ada salah faham ketika kasir mendengar makanan tersebut di ambil jauh tapi cust bilang dia tidak bungkus makanannya apa susahnya menjelaskan dengan baik kepada cust kalau memang di struk sudah terlanjur ditulis ambil jauh dan memang tidak bisa dirubah apakah memang tidak diajarkan untuk memiliki masalah sholving kan bisa saja si mbak kasir tersebut menjelaskan kepada cust semisal mohon maaf bapak ini di struk karena sudah terlanjur ter masukan ambil jauh tetap saya carikan tempat duduk yang masih tersedia sehingga bapak dan sekeluarga masih bisa makan ditempat cuma yang membedakan tempat makanannya saja pak apakah bapak mungkin berkenan sesimpel itu dan enggak perlu dibuat emosi sampai menguarkan perkataan yang tidak pantas sampai didengar oleh cust lain mohon dari tim manajemen gacoan agar bisa difollow naik secepatnya terimakasih,neutral
hapus memu dimsumnya pelayanannya lelet masak semua serba ndadak resto tahi,negative
sangat cocok buat nongki kerja tak apa apa sama teman menunya sangat bervarian murah meriah enak,positive
pelayanan nya kurang baik,neutral
pelayanan sangat lambat makanannya dingin semuanya pesan mulai jam pesenan baru selesai jam pelayanan bedah jauh sama yang di cabang suhat cabang yang di suhat enggak samapai pesenan sudah selsai dan makanannya sudah di pastikan masih panas,negative
oiyaa tolong dong pancong nya itu lain kali kalo packing enggak usah pakai kerak gosong nya yang harusnya enak malah jadi kelihatan enggak higienis keseluruhan kopsus dcream dengan kurang dari es masih jadi favoritku,negative
pelayanan sangat lama banyak pengandar yang masuk tapi ayam belum siap kasihan para pengandar waktu habis di resto kalau belum siap aplikasi di matikan dulu,neutral
pertama kali ke sini langsung suka meski kesan pertama enggak oke karena kehabisan mie putih dan koyor yang tinggal sedikit enggak seperti video reels ig yang koyornya melimpah ruah tapi enggak kapok karena rasa kuah dan baksonya enak harga juga terjangkau kedua kali ke situ malah kedapatan kuah yang enggak sepanas pertama datang dan malah koyornya enggak ada sama sekali sedih pol aku datang selepas maghrib harapanku silahkan jam berapapun itu kalau bisa isi ulang yang habis supaya pelanggan enggak kecewa aku tetap bakal balik sih karena ya memang enak semoga pas balik yang ketiga aku beruntung hehe pelayanannya baik ramah dan gercep bersihkan piring bekas makan pelanggan,negative
parkirnya penuh tapi tukang parkirnya se enaknya sendiri padahal kita bayar juga sudah harga minuman saja kena muatan tempat juga enggak bersih amat mungkin itu yang perlu di perbaiki kalo memang enggak mau bersih ya kasih himbauan kayak buat pelanggan sefl bersih servis sendiri kan bisa mana lalat sama nyamuknya juga lumayan banyak,neutral
kemarin malam pelayanannya lama banget aku enggak tau uji coba metode atau bagaimana karena baru sekali mencoba di outlet sawojajar aku menunggu jam lebih dengan harapan makanan yang datang masih panas tapi setelah menunggu lama ternyata yang disajikan mie sudah dingin banget pesan minum panas jadi hangat kukuu padahal aku menunggu lama itu its okey karena memang rame tapi aku kecewa karena sudah menunggu jam lebih makanannya yang datang dingin,negative
makanan b saja ayam tergolong kecil dan pelayan pada judes kalo lagi laper gue menyarankan buat enggak makan disini pelayanan jelek enggak lagi makan disini,negative
sumpah mending yang mau makan ini di sini pikir lagi deh tukang parkirnya enggak banget baru saja kejadian gegara kelupaan kunci motor di atas akhirnya balik ke atas lagi buat ngambil malah kena parkir x padahal sudah bayar tukang parkirnya ngotot katanya belum bayar belum ada sejam sudah lupa enggak berkah pak njenengan kalo kayak begitu bukan masalah uang tapi sikap nya dimana mending pihak kak mawar tegas deh sama tukang parkirnya ya yang ada pelanggan kabur semua kalo tau parkirnya kayak begitu,neutral
kasir sangat tidak ramah pelanggan dicuekin asik mengobrol dengan karyawan lain,neutral
beli mie gacoan lv pcs di online yang datang malah zonk aku tau persis kalo lv enggak sepedes ini dari dulu aku kalo beli gacoan selalu lv makanya aku hapal banget pedesnya ini yang datang malah lv pedas banget sampai suamiku sakit perut sengaja apa bagaimana sih buruk banget enggak konsisten resepnya,negative
rasa enak mantab apa lagi pancongnya favorit dcream juga,positive
membuat kesini kualitas makanan membuat tidak terjaga padahal dulu enak sekarang malah nasinya diing banget ayamnya dingin keras dan keasinan sangat tidak bernilai itu dibandingkan dulu oleh yang cara enggak hanya sekali dua kali sudah berkali kali makanya saya berani komentar siapa tau bisa memperbaiki kedepnnya,negative
tempatnya bagus pelayanan cepat ada es krim dimsum dan pao,neutral
pesan apa di kasih apa mengecewakan pas lagi lapar menunggu sabar malah enggak sesuai pesanan dan enggak mau tanggung jawab,negative
pedesnya mantap harganya masih ramah dikantong cuma sambelnya terlalu banyak minyak jadi kalo dibungkus minyaknya meresap ke nasinya,negative
pelayanan baik sekali,neutral
komplit murah khas banyuwangi,positive
maaf benar benar kecewa saat kesini kronologinya kita datang memang sudah malam sekitar jam an kalau enggak salah dan ternyta mereka hampir tutup tapi waktu kita masuk masih di terima karena untuk lauknya katanya masih ada kita orang waktu itu setelah kita menunggu bberapa waktu makanan yang kita pesan sudah siap nih di piring masih ada nasi ayam sambal dan terong tambah th hangat gelas nah pas sudah mau bayar kita enggak di kasih tau itu harganya berapa per porsi tiba tiba langsung di totalkan rbkeyboard key name itu katanya sudah di potong karena nasi tempongnya enggak lengkap tapi tidak di jelaskan porsi yang telah kita makan di kasih harga berapa nya mnurut kalian bernilai itu enggak dengan harga segitu sama yang kita makan sesuai yang ada di foto saya,negative
tempatnya nyaman karyawan nya baik baik jadi betah disini,neutral
pesan malam lewat gofood enggak karuan banget pelayanan jelek lama banget woii sampai jam lebih drivernya saja kasihan menunggu lama banget sudah begitu pas makanan sampai enggak dikasih sambel samsek parahnya lagi nasi jadi bubur wkwkw geprek,negative
kasirnya terlalu songong enggak kayak enggak layak jadi ksir,neutral
pekerja nya lelet banget ayam tidak selalu siap menunggu di goreng kalau malam jangan kesinidari pada menunggu lama,negative
kopi studio dekat rumah langganan sering ke kopi studio akhirnya buka dekat rumah yey,neutral
adalah gacoan paling cekatan betul cekatan dalam membuat orang naik darah sistem qr kode tidak dijelaskan dan dipampang jelas sehingga antrean menumpuk oleh orang yang enggak tau kalau ada sistem pesan dari hp kemudian mereka yang baru dikasih tau oleh kasir harus cari meja dan kembali ke kasir lagi yang mana membuat menumpuk di bibir kasir pembayaran tunai melalui kasir yang tidak dipisah antara pelanggan makan ini dan ambil jauh bikin antrean jadi gemuk meluber kemana mana sistem online yang omong kosong dengan pelayanan antrian hingga menit benar benar enggak ada gunanya sistem online ini ini belum menunggu makanannya yang estimasi rata rata menit sebuah konsep pelayanan yang sangat sempurna tentu saja sempurna untuk merusak hari orang orang yang mau menikmati makanan di sini semoga berbenah,neutral
makanannya enakk banget murahh bikin kenyang lagi enggak herann rame terus wajibb balik kesini lagi sih,positive
kasir terlalu jauh jadi enggak kedengaran sini pesan makanan tingkat yang datang tingkat salah mie nya asin banget enggak diduga sekali saja enggak lagi,negative
beli mie setelan dan hompimpa lv di ambil jauh tapi kok yang hompimpa lv rasanya pahit terus aku suruh coba ke orang rumah ternyata memang pahit bukan cuma aku yang merasa enggak tau apa yang bikin pahit apa mungkin cabenya soalnya yang mie setelan enak padahal biasanya enak tapi enggak tau kenapa sekarang kok pahit jadi enggak enak,negative
sudah menunggu jm tetapi tidak kunjung selesai bilangnya cuma mnt selesai wah tau nya berjam jam minum sampai cair dan enggak dingin lama banget pelayanan nya,negative
aku suka beli ayam krispi nya sih soalnya ayam nya cukup gede kalo yangg bbq kecil banget untuk makan ini bersih sih tempatnya cuma meja nya lengket wifi nya ada sama sambel nya itu pedas enak sekali,positive
tempat keberangkatan ke pulau menjangan untuk snorkling,neutral
makan ini tempatnya kotor sekali wastafel tempat cuci tanganya kotor dan bau untuk pelayanan oke tapi untuk makan ini mending ambil jauh saja,negative
aku dari dulu sudah langganan kak mawar setiap malam pulang kerja makan geprek sama mie milenial tapi malam ini jam tanggal sep jam aku makan yang jaga anak flores semua aku pesan geprek mie milenial tingkat dengan posisi enggak orang beli hanya aku sama istriq setelah aku pesan makanan enggak jadi menit setalah makanan datang pesenya mie milenial tingkat sama jangan terlalu matang ternyata enggak pedas sama di kasih matang banget enggak sesuai pesanan terlalu banyak bergurau sama memutar lagu keras banget saya sangat kecewa sekali selama makan berhari di kak mawar baru kali rasanya amburadul tolong karyawan nya di ganti agar nama kak mawar bisa di kenal banyak orang dan langganan banyak dan kalau bisa kalau cari karyawan asli orang malang terima kasih,negative
sangat baik dan pelayanan nya sangan ramah,positive
kenapa sih mie nya dingin baru kali ini dapat mie dingin di gacoan padahal dipanggil langsung nyamperin ke tempat nya,negative
pesennya udang rambutan malah dikasih udang keju,negative
maaf menurut saya untuk sambalnya masih kurang pedas masih pedas yang pertama kali buka,negative
aku bisa dibilang pecinta mie gacoan dan enggak bisa nolak kalo diajak makan ketempatnya meskipun banyak berita mie gacoan yang ada ulat nya kah apalah tapi aku bodoamat memang karena sesuka itu tapi kenapa ya tadi kesana mie yang memang biasa aku pesan karena aku suka mie hompimpa kok hambar banget rasanya biasanya enak banget anda meskipun cabe nya saja juga gurih tapi tadi benaran hambar banget jadi eneg makannya terus satu lagi udang rambutan juga favorit ku tapi kenapa tadi rasanya beda ya sumpaa tlong dong diperbaiki karena mie ini sudah terkenal banget anda sayang kalo kualitas makanan nya menurun,negative
ada dua lokasi indor dan outdor kue pancongnya enak banget minuman beli satu mendapatkan satu lebih hemat daripada beli satuan disini juga cocok buat mengerjakan tugas kalo mau ke toilet lebih bersih di toilet luar kalo di dalam kurang rekomendasi tapi masih bersih,positive
enak tempatnya bersih,positive
tempatnya nyaman buat nugas atau kumpul bareng teman terbaik sih,neutral
sudah kali kesini tapi pelayanan kureng banget tolong hormati orang yang ngambil bakso masa tiba tutup nya bakso ditutup dan biasakan juga melayari pelanggan dengan ramah mas tolong diperbaiki,negative
tempat nya nyaman dan cocok buat nugas serta harga sangat terjangkau,neutral
sego tempong yang enak cita rasa khas tersedia sambel pedas dan tidak pedas tersedia berbagai macam lauk seperti ikan wader ayam goreng dan dendeng sapi lokasi tidak jauh dari tempat wisata dejawatan,positive
tidak bisa isi ulang padahal saat beli waktu dikasirnya bisa isi ulang pelayanan pegawai nya yang cowok,neutral
makanan enak dan pelayanan bagus,positive
enak sekali lebih enak lagi kalau gratis wmwmwk,positive
disini pelayanan nya sangat ramah tempat nya juga bersih serta harganya murahh powll cocok buat mahasiswa terutama makanan nya juga enak rekomendasi banget pokoknya,positive
enak cuma kurang bersih saja,positive
saya pertama kali kesini agak bingung karena menunya yang beli satu mendapatkan satu dan murah banget es taro es thai pancong meleleh choco untuk harga sangat membantu mahasiswa sekali tapi untuk rasa jujur ini manis parah buat orang yang suka manis sampai eneg kue pancong nya juga mateng begitu jadi enggak creamy dan lembut tempatnya berharap duduk di beanbag tapi penuh dan lembab tapi masih oke karena sudah indoor dan outdoor kamar dan senang juga ada tukang parkir silahkan minumannya bikin sop untuk kemanisannya dirasain dulu deh minimal sebelum dkkasih pelanggan untuk kue pancong coba buat rasai yang pancong benaran hehe buat preferensi ya kakak terima kasih,negative
harga nya murah banget tempatnya cukup nyaman juga sih bisa jadi pilihan makan buat anak kost,neutral
tempatnya nyaman dan luas,neutral
mohon maaf kak untuk mienya masih kurang konsisten saya selalu pesan tingkat kadang terlu pedas kadang terlalu manis ini tadi saya pesan tingkat dua tapi pedasnya tidak seperti biasa terlalu pedas sedikit lalu juga rasanyaa masih kurang medok begitu kaya hambar terimakasih,negative
pelayanan ramahh,neutral
sangat memuaskan tapi ada satu kejadian yang bikin kurang nyaman karena waktu itu pernah makan di sini terus ada salah satu karyawan yang bersih dan nyapu lantai itu sangat mengganggu karena takut ada debu yang berterbangan ke makanan yang kita pesan tapi cuman sekali itu saja dan semoga gaakan terjadi lagi,negative
tempatnya nyaman kualitas pelayanannya ramah dan tempat lingkungannya enak,neutral
tempat luas makanan mantap dan harga terjangkau,positive
ayamnya kecil banget harga k ini ayam paket sama minum kecil banget tolong,negative
disana parkirnya kayak preman menarik ke pengunjung dengan tidak sopan tidak disebrangkan eman tempatnya bagus,neutral
untuk harga menengah ke atas sedikit rasa enak dan kelengkapan sajian lalapannya penuh nasi lauk sayuran dadar jagung tempe dan sambal banyak alhamdulilah sesuai dengan harga dab rasanya juga enak trmpat cukup nyaman terdapat tempat lesehan dan tempat duduk kursi bisa memilih layanan cepat karena para ibu pramuniaganya sigap alhamdulillah,positive
beli bungkus geprek moza sambal gapedes malah gadikasi sambal gadikasi bumbu kuning ngantuk ini pegawainya kurang banget,negative
pesan langsung pakai qris dimeja masing parkiran luas dan tempat makan bersih dan sejuk meskipun di tengah kota,neutral
apaan banget mas mas pakai baju putih gndt orang tanya jadi kapan malah di suruh buat sendiri lek seng tuku oleh melbu enggak kesuen mas hahaha timbang ngenteni setengah jam,neutral
suasana yang di berikan ketika makan sangat nyaman pelayanan yang di berikan juga sangat ramah,neutral
minuman nya enak dan tempat nya nyaman,positive
tempat favorit buat nugas karena harganya sangat ramah di kantong dan rasanya enakk cuma tempatnya agak sempit jadi sering penuh tapi keseluruhan sangat enak sih menu favoritnya tetap pancong,positive
nyaman banget disinii mbak nya juga ramah,neutral
