sentence,label
kopi studio cabang baru tetap rekomen banget nugas dengan suasana baru,positive
paan anjir pesan di ambil jauh doang lamanya enggak ngotak yang menunggu sampai ngantuk,negative
pelayanannya bagus makanannya lezat banget,positive
nasi tempongnya maknyus banget,neutral
kurang suka sama mas yang beres ini piring kemarin malam saya dan suami makan disana suami saya sudah selesai makan mienya dan saya belum selesai tiba pelayannya beresin piring suami sedangkan saya masih makan kaget sedikit keganggu juga karena anak saya mau makan mie aku pesan lagi untuk anakku tapi jaket tas masih di tempat duduk sedangkan suami jaga anak yang lari eh tiba minuman suami yang belum habis di beresin juga dong jadi kesannya harus cepat meninggalkan tempat padahal masih pesan lagi buat anak kaget sih soalnya di gacoan lain enggak begitu,negative
tempatnya bersih luas dan pelayanan cepat ada tempat outdoor dan indoornya,positive
antri berjajar buat pilih lauk yang buuanyaak pilihannya sebaiknya sambil antri sambil mikir mau pilih lauk yang mana karena bila sampai didepan lauk bakal semakin bingung memilihnya tempat yang luas dengan fasilitas umum yang bersih cukup nyaman untuk disinggahi,negative
kalo enggak sesuai dengan tulisan ini copot saja masa dilewatin sampai nomer setengah jam lebih oke kalo pegawai nya ada yang jelasin ininya masih menunggu goreng dimsum contohnya ini enggak pegawainya enggak ngejelasin cuma jawab masih belum masih belum terus tanpa dijelasin kenapa saya menunggu lama,negative
suwee porsi ayam gorengnya terlalu lama,negative
dari beberapa cabang gacoan di malang ini cabang yang mienya paling enak enggak mengaco masaknya mie dimasak dengan baik empuk enggak keras macam cabang lain yang terpenting enggak minyakan juga terimakasih sudah buka cabang di sawojajar sukses terus gacoan,positive
banyak promo cocok buat anak kos bisa juga sambil nugas karena ada wifi nya,positive
cuma satu yang mengecewakan tukang parkir seenaknya sendiri jadi malas mau beli disini,negative
buat nugas oke buat ngerjain data juga oke enggak berisik juga tempatnya bersih nyaman juga pegawainya juga ramah,positive
tempat paling nyaman dan murah buat nugas promo beli dapat nya menarik banget kalo kesini jangan lupa beli ayam sambal matah nya enak banget segar sama minum rekomen es coklat sama alpukat,positive
tolong buat mas membersihkan servicenya bisa lebih ramah enggak utama menyalahkan orang begitu saja dan kalo memang lantai tiap lantai seenggaknya ada petugas masing masing ya terima kasih,negative
tambah suwe pelayanan e peringkat e hancur tapi enggak ada perubahan kurang duduklah set tandang gawe e,negative
enak mantap sukses selalu geprek kak mawar,positive
makanan khas banyuwangi setiap bwi pasti mampir disini dan enggak pernah absen menu lauknya banyak sambelnya pedas tapi mantap parkiran agak susah karena pas pinggir jalan tempatnya indoor bukan ac,negative
geprek kak mawar di kalpataru terbaik banget,neutral
kasirnya ketus,negative
tempatnya sangat bersih dan sangat nyaman,positive
recomended untuk masakan khas bwi travel agen recomended,neutral
mantaapp enak banget baksonya rekomen sekali,neutral
pelayanannya ramah banget tempatnya cocok buat nugass,positive
tempat tenang dan nyaman buat keluarga kumpul,neutral
menurut saya kopi studio ini murah banget si dan juga kemarin lagi ada promo beli mendapatkan enggak pakai promo saja sudah murah apalagi kemarin pakai promo jadi lebih ramah lagi di kantong terdapat beberapa varian minuman di jangkauan harga ribu sampai ribuan paling suka sama ada krim nya sih karena rasanya creamy dan manis paling suka lagi sama pancong lumernya terdapat beberapa topping buat pancong lumernya seperti meses keju greentea dsb dan rasanya menurut saya enak dan benar benar lumer pas dimakan saya sengaja beli di pagi hari soalnya kalau siang malam itu ramenya sekali dan enggak terbayang si berapa lama nunggunya kalo pagi sih lumayan sepi tempatnya pelayanannya juga baik dan cukup cepat dan masih belum ada abang parkirnya untuk menunggu urutan juga disediain tempatnya tapi ya kesannya agak sempit kursinya karena ada meja di tengahnya yang mungkin mengurangi kapasitas tempat duduknya tapi mungkin itu juga bisa sih buat makan di tempat kalau misalkan di lantai atas lagi penuh ya sekedar saran saja sih mungkin tempatnya kurang cocok ya buat ngerjain tugas dsb karena tempatnya ramai banget kalau sudah sakit sampai malam,positive
bernilai itu buat yang mau nugas dengan anggaran pas pasan tapi enggak ada musik ya kak hehe tapi aman kok karena enggak semua ingin dengarkan musik pas nugas wkwkkw,neutral
alhamdulillaj pelayanan ramah cepat makanan enak,positive
salah satu restoran geprek yang enak dan murah di sekitaran kampus uin malang pokoknya harganya murah pas lah buat kantong mahasiswa apalagi kalo suka makanan pedas,neutral
tempatnya nyaman ada lantai dan bagus,positive
sebenarnya rasanya dan baksonya biasa saja tapi oke lah harga tidak mahal,neutral
pebaiky pelayanan onlain masak antrian pesenan jam lebih kalow perlu roling karyawan yang kerjanya lelet ganti dengan yang lebih cepat kerjanya enggak banyak omong sedikiy bicara banyak kerja bukan banyak bicara kelaan begini mungkin banyak pelangan yang ingin makan di tempat enggak kebagian tempat duduk,negative
memang paling cocok murah lagi anak kost banget,neutral
sangat mantab dan enakk tempat nya enak nyaman makanan nya enak dan murahh,neutral
enak mantap,neutral
untuk harga makanan termasuk murah tapi sekarang untuk ukuran ayam agak sedikit mengecil ya,neutral
gratis sayur ambil sepuasnyaa harga terjangkau untuk mahasiswaa tempatnya bersih nyaman,positive
suka sih di sini daripada cabang lain kipasnya banyak dan ada tisu mienya ya masih sama kayak biasanya enak banget dan ruangan nyaman,positive
sok jauh enak dari pelayanan dan tempat cuma belum ada petugas yang mengatur untuk antrian ambil baksonya,negative
kurang disarankan untuk wfc karena colokan enggak begitu banyak terus kayak aga rusak juga indoor maupun outdoor untuk mienya juga benar benar berminyak guys iyasih pakai sambel tapi kayak ditumpah minyak loh,negative
tempat luas enak pelayanan kurang ramah kelihatannya karyawan pada kerja semua akan tetapi lemot kurang kecepatan apalagi rame pasti bingung semua dikoreksi lagi biar pelayanan nyaman dan enak begitu masalah kebersihan juga ditingkatkan dulu bersih sekarang agak kotor begitu,negative
suasananya hangat banget dan enak buat nugas terus di wi nya kencang habis,positive
makanannya enak dan bernilai itu buat anak mahasiswa apalagi ayam krispynya rekomendasi banget,neutral
sangat sangat memuaskan makan di sini semua mie enak dan ada banyak toping mulai yang pedas hingga biasa tempat nya juga bagus cocok buat mengajak keluarga,neutral
rasanya enak dan sesuai sama harganya tolong kebersihan tempatnya lebih ditingkatkan,negative
saya pesan di tempat kok malah luaamaa sekali datang jam sampai jam kok belum di antar hmm murah sih tapi pelayanan nya kurang oke,negative
kok bisa karyawan lama lama enggak disarankan apa lagi cewek rambut panjang masik muda buruk sikap enggak mana sop nya datang awal mulai sepi sampai rame malah kenak srobot orang buruk sikap,negative
saya meminta untuk lebih teliti dan higienis lagi karena saya menemukan entah ini rambut atau batangan sapu yang seperti nya tercampur sama adonan tepung pangsitnya walau cuman satu tapi tolong diperhatikan lagi ya,neutral
nasi tempong yang khas dengan siraman sambel khas banyuwangainya tambah mantap ikan asine ya enak banget pepes tongkolnya pas dilidah tambah es th pokok sip lah lokasi tengah kota juga wes wajib banget kalo kulineran di kota osing ini harus mampir kesini ya guys harga standar kantong kok coba saja langsung datang biar enggak ngiler kalian hahaha,positive
sangat kecewa sekali dengan pelayanan yang sangat lambat kata orang jawa klemar klemer,negative
ternyata tempat nya luas sampai belakang dengan nuansa outdoor kalo siang kerasa panase pas pesan masih berhenti urutan setengah jam katanya masij stockan sudah bisa pesan menunggu minumaan jadi lebih setengah jam lagi kera deh kalo lagi santai buang waktu cocok juga tempat rame buat nugas atau nongki rasa kopinya ringan berasa airnya daripada kopinya,negative
yang layanan cuman orang ya kasihan banget ada mas pesan makan pas sudah kelar jamur renyah nya baru datang walhasil bete lah dia,negative
tempatnya nyaman pelayanan ramah dan cepat harga terjangka,positive
tempatnya nyaman staffnya ramahh harga kantong pelajar banget,positive
outlet nya bersih dan pelayanan nya cepat walaupun outlet ramai mie nya juga matangnya pas,positive
pelayanan cepat sih tempatnya cukup luas,positive
pelayanannya super ramah,positive
tempaat okeeyy murmerr cocok buat nugass dekat rumaah,neutral
menu tidak siap pelayanan lama dan pelayan kurang ramah,negative
barusan makan geprek krispi sambelnya enggak ada rasanya oleh yang cara memang enggak dirasain dulu ya sebelum dikasih ke pelanggan dulu pernah belii geprek kota duh parah rasanya ayam kemarin digoreng lagi begini amat deh kualitasnya cuman makan geprek ini yang enggak pernah habis padahal sudah makan berkali,negative
barusan beli lewat shoppe mie hompimpa mie gacoan tapi yang datang mie hompimpa dan enggak ada mie gacoannya sudah kompline katanya mau diganti dan diantar tapi saya tunggu lama enggak datang kecewa banget pelayanannya,negative
kakaknya ramahh suka deh tempatnya juga nyaman enakk buat nohki,positive
pelayanan ramah tempatnya luas dan bersih harga terjangkau dan makanannya enakk semua favorit aku udang keju dan es petak umpett,positive
makanan enak harga murah rame penuh pinggir jalan kesukitan lahan parkir,neutral
sering mampir ke sini tapi kali ini kecewa banget pesanan lama mungkin karena penjaganya baru paling kesel ya menunggu makan lama terus dapat makanan sambalnya enggak seperti biasa dan kol nya gosong,negative
nasinya wangi dan dipastikan hangat sambalnya enak menunya lumayan harga anak kos,neutral
bakso nya enak keju nya lumer banget pokoknya bintang limaa,neutral
makananya enak apalagi pancong nya pelayanan ramah bintang yang terbaik kafe malang pokoknya,positive
makanannya enak ramah banget buat anak kos,positive
pilihan lauknya banyak ada ayam bebek lele belut dll untuk sambal terasi mentahnya mantap pas dilidah saya mnurut saya ini sih yang paling cocok es jeruknya kurang suka soalnya nutrisari bukan dari jeruk peras asli ayam rica paper sizenya juga mantap apalagi permintaan lalap pete bisa nambah nasi untuk harga lumayan lah tapi sesuai kok sama rasanya,positive
makanan enak jam buka nya,neutral
baksonya enak besar murah,neutral
baru konsep tapi pelayanan enggak banget datang diinfokan harus menunggu daftar padal sudah antri mau pesan kenapa enggak siap didepan saja sampai pelanggan kelolosan sudah antrii buat pesan loh staf enggak tanggep buat jelas naik meja kita makan berjejer dengan piring kotor dari nampan gongnya di siomay rudal daging ada yang masih merah belum mateng sabtu nov,negative
outlet lantai nyaman menu macam macam apalagi minum juga banyak macamnya yang perlu diperbaiki dari pelayanan lebih cepat lagi karena banyak pengandar yang mengeluh pelayanan lama,negative
kalo beli disini pelayanannya ramah kakak kakaknya tanggap terus menu favorit ku geprek sambel matahnyaa oh my dewa joss banget enakk terbaik,positive
pancongnya enggak ada yang gagal enak semuaa selalu suka di sini karena pw parah buat nugas sendiri,negative
nasi tempong bernilai itu murah rasa enak andai tempat lebih bersih dan memadai mungkin lebih baik,negative
sangat tidak ramah banyak rabuk ketimbang dagingnya,negative
mantap rek ngopi ng kene,neutral
hari kamis juni siang saya beli makanan dan minuman dibawa pulang kok disuruh mlastikin sendiri mbungkus sendiri kok enggak disiapkan karyawan,negative
kasirnya kurang komunikatif banget ya allah datang dia diam saja di saya menunggu depan dia kurang lebih menitan eh baru diinfo kalo semua menu sudah kosong tinggal yang alpukat besar sama apa begitu lupa pancong pun kosong semua maksudnya kenapa enggak di kasih tahu kalau memang kosong pas awal baru datang kenapa harus menunggu dulu berdiri lama akhirnya semua yang menunggu enggak jadi beli pada balik semua,negative
baik layanannya,positive
pelayanan nya baik dan ramah tidak mengecewakan,positive
makanannya enak sudah berkali kali makan disini sakit sakit pelayanannya tidak buruk kadang ada pesananan yang telat diantar tapi kalo lagi rame banget saja tempatnya keseluruhan hebat,neutral
murah dengan harga cocok untuk mahasiswa serta tempat yang nyaman,neutral
serius tanya itu parkir disana kok ojol dimintai parkir ya padahal motor tidak parkir disana kemarin ada beberapa tamu juga parkir di pasar yang parkirnya gratis sebelah ruko studio tapi beli minuman disana juga dmintai parkir sebenarnya tkg parkirnya paham enggak arti aktifitas parkir kan motor tidak ditaruh di lahan parkir lantas kenapa tetap dmintai parkir,negative
pelayanannya lama banget,negative
tempat nya enak ada indoor dan outdoor cocok dan enak buat nugass,neutral
pelayanannya bagus mknannya enak juga,positive
geprek kak mawar pujaan anak kos banget sudah rasanya enak terus harganya juga terjangkau banget yaampun aku ingin makan itu lagi sayangnya aku sudah aku di malang plis buka cabang di mojokerto dong,negative
pelayanannya sangar lama pesanan sudah jadi tidak dipanggil dan orderan di lompati seharusnya belakangan dapat duluan,negative
sambelnya enak lauknya banyak pilihannya nasi nya banyak paling favorit cumi sama ayam ayamnya pakai ayam kampung kalo lagi rame susah cari parkir,negative
minus pengamen bisa masuk sampai atas,negative
berdiri sejak tahun an kata anaknya hingga sekarang ini baru sego tempong yang luar biasa enak anda tidak akan rugi dari jauh kesini maka perjalanan anda akan terbayarkan dengan kenikmatan masakan ini banyak pilihan lauk seperti ayam balado empal daging ikan lele ikan belut udang paru cumi dll sambel nya ada beberapa macam ada sambal ikan peda sambal tempong dll semuanya enak pedas dan nagihin,neutral
enakk banget gepreknya wajib cobainn,neutral
tempatnya enak buat nugas nyaman dan enggak berisik juga harga makanan murah sekali,positive
tempat nya bagus dan pelayanan sangat baik,positive
cocok banget buat kalangan mahasiswa,neutral
tempat luas nyaman cuma kurang tertata saja sama kebersihanya lebih di utamalan lagi keseluruhan bagus tempatnya harga terjangkau,neutral
makanan dan minumannya enak harganya terjangkau layanan karyawannya oke pada ramah semua parkiran luas rekomen banget buat yang mau nugas mabar pushrank wifi kencang auto kemuliaan wkwkwk mau pacaran ataupun sekedar ngopi doang juga terbaik luvv,positive
gacoan suhat sekarang enggak pedas lagi padahal beli lvl dan pertama kali buka kesini masih ada sensasi pedesnya lagi pengennya makan pedes sudah ekspek pedas tapi dikasih enggak pedas dan dimsum udang rambutannya gorengnya enggak kering sama sekali masih lembek jadi enggak enak kecewa banget si,neutral
tidak menyenangkan karena pesan menu meleleh cuma adonannya yang sesuai tapi tingkat kematangan tidak sesuai terlalu matang tidak lumer cuma yang beda adonan coklat dan tidak beli semua matang banget sepertinya mereka menyetok tidak membuat dadakan karena pelayanan sangat cepat,positive
enak dibuat kumpul bareng ramai ramai atau sendiri semua makanan dan minuman enggak ada yang zonk,neutral
cocok buat nugas bareng teman harganya juga ramah dikantong mahasiswa menunya variatif pelayanannya ramah,positive
tempat kotor pelayanan kasir yang pakai kudung sangat tidak memuaskan semoga kasir cepat diganti,negative
enak mau bertambah nasi sungkan,neutral
bisa bisanya menunggu stngh jam sampai yang pesan dluan pulang katanya gara gara notanya dobel nota ada meminta bolak balik tetap enggak dateng pesenanya sampai komplain ke pekerja lainnya malah yang meminta nota pulang notanya enggak ada kasihkan wkwk minimal kalo pulang masalahnya ada selesaikan dulu kenapa ribet banget tinggal mengasih pesenan sampai panggil menejer,negative
tempat nyaman pancongnya enak dan murah minuman juga enak mantap deh pokoknya,neutral
sambalnya mantap pilihan lauk banyak,neutral
pelayanan miris banget antri jam ternyata nota saya enggak masuk antrian sehat sehat deh karyawannya,negative
pesan dcream gadarasa nya cuma kopi doang enggak kayak kemarin gadikasih susu kah mana beli di shopefood enggak ada kasih sedotan di kiri minumnya pakai selang,negative
mantap betul pelayanan juga oke dan ada promonya,neutral
ayam gepreknya enak dan harganya terjangkau sangat rekomendasi cuman tempat cuci tangan di lantai rusak dan kotor mohon di perbaiki,negative
lokasinya strategis tempatnya nyaman cocok buat nugas,positive
tolong lah apk bunyi tuh di lihat ini doble urutan loh masak masih menunggu lama,negative
tempat makan murah meriah dan enak di malang cocok untuk mahasiswa dan pekerja,positive
mantab bagi yang suka pedas,neutral
anda bisa permintaan yang pedas tingkat tempatnya enak naik motor,positive
enggak menyesal makan geprek disini sambalnya bikin nagih,neutral
makanannya enggak konsisten pernah beli ayamnya benar benar kecil banget parah dan enggak tau kenapa dagingnya kayak warna hitam begitu dan rasa ayamnya juga kayak ayam yang kemarin dan diangetin lagi kayak sudah mau busuk dagingnya terus sudah ayamnya kecil enggak ada tahunya ditambah meminta sambal pisah sambalnya benar benar seupil banget kayak setengah sendok doang pelayanannya lama kasir luemot sekali yang kerja cuma yang lain cuma berdiri doang sambil bercanda sudah lmah lama cuma ngasirin saja lama banget anjir apalagi yang cewek enggak duduklah set banget plonga plongo doang sudah dijawab mau pesan apa ditanya terus dan gerak geriknya enggak duduklah set blas tempatnya kotor banget tolong mana begitu padahal di daerah ruko masih ada parkir pembohong padahal pas datang markirin sendiri mengeluarkan motor juga sendiri giliran mau pergi langsung di samperin dan dipegangin jok motornya memang si enggak buat kita miskin tapi kalau markir dan mengeluarkan motor sendiri apa gunanya tukang parkir plis enggak banget tuh tukang parkir jadi malas banget tiap beli lihat muka tukang parkir tuh,negative
makanannya enak andalan anak kost,neutral
pelayanan kurang satset pesan menunggu e jam di tanyakan ke kasir ternyata belum di buatkan padahal enggak terlaku rame pengunjung pesan es krim sendok enggak dikasih nyucup es krim nggawe sedotan,negative
bagus pelayanan gacoan sawojajar memprioritaskan ibu hamil mbaknya juga ramah sukses buat gacoan sawojajar,positive
favorit banget untuk ayam geprek sambel bawangnya enakk,neutral
tempat nugas paling nyaman nih ya di kopi studio selain minuman dan makanannya yang enak dan pastinya ramah kantong tempatnya juga tenang,positive
pertama kali beli di ayam geprek kak mawar karena ramai terus mau pesan nasi ayam geprek harus menunggu minta alhasil beli beras mangkuk saja yang pakai sambel bawang malah bisa di urutan okelah menunggu minta okelah lah ini beli k doang satu menu dari jam sampai katanya menunggu cuman menit tapi aku enggak dengar blas mbak kasirnya bilang begitu tapi setelah aku cek di bill ternyata memang lebih minta maka dari itulah aku tanya ke depan aku tau mbak nya kelihatan kesel sama aku tapi aku dengar sampai akhir mbak nya bilang maaf dan terima kasih semoga bisa diimprove karena sbnrnya rasa dan harganya pas banget,negative
puas banget makan disini nasi dan es th refil sepuasnya mantap,neutral
nyaman buat nugas bersihh pelayanannya cepatt,positive
bakso nya enak,neutral
enak pakai banget sambalnya nendang asli segar dari yang cobek sambel pedonya wajib bawa pulang,neutral
tidak debat sih disini yang di surabaya mantap disini juga apalagi yang melayani pun ramah ramah dan telaten tengkyu ya buat mas putra,positive
sambelnya bisa permintaan tingkat kepedasannya ibunya ramah harganya juga murah banget sepertinya sego tempong andalan warlok,positive
kesini karena penasaran dan memang semewah itu gacoan suhat recomend si untuk menu barunya enak banget semoga ada di gacoan lainnya termasuk surabaya untuk pelayanan nya bagus kita kurang produknya lngsng di mintain ke dapur tempatnya bersih dan nyaman bakalan jadi tempat favorit ini,positive
tempatnya jyaman pelayanannya bagus,positive
masih sama seperti awal grand membuka tapi menu yang dimsum yang dulu sudah enggak ada adanya cuman es krim tolong dong pihak manajemen operasional gacoan dikembalikan menu yang dulu seperti pao dan siomay rudal,negative
sangat enakk ayamnya sedapp dijamin bernilai itu untuk porsi kuli,neutral
tempat nyaman rame dan luas cocok buat nongkrong,neutral
pelayanan lama menunggu menit makanan belum jadi cuma bilang proses padahal orderan enggak terlalu banyak banyak pegawainya yang santai,negative
kebersihannya baik kasirnya ramah dan harganya terjangkau,positive
pergi ke sini karena warung sebelah yang virus sudah banyak komen miringnya alhamdulillah yang disini makanannya bersih enggak ada lalat di tempat makanan dipajang ya secara sambel lumayan pedesnya lauknya macam macam tempat makannya enggak begitu besar lokasi pinggir jalan antrinya enggak begitu lama ibu nya duduklah set kok makan lauk udang telor es th,positive
seperti biasa menu yang murah enak dan bisa akses jam menu juga variatif,positive
pelayanan sangat baik tempat bersih dan nyaman,positive
sangat rekomendasi buat ngerjain tugas sampai tengah malam pelayanannya juga baik mbak mbak mas nya ramah,positive
makan nasi tempong langsung dari asalnya sambalnya nagih dipadukan dengan ayam dan nasi yang panas muanteb sekali,neutral
makanannya enak dan tempatnya nyaman cocok untuk anak kos,positive
ampun sudah jam menunggu buat takeaway belum jadi kalo tau muat lagi banyak info di awal dong ini sampai jam malam menunggu mana packaging nya sterofoam kayak mie ayam pinggir jalan,negative
harga sangat bersahabat buat anak kos rasanya pun mantap,neutral
disini ternyata pelayanan super cepat makanan bisa dibawa langsung oleh pembeli tempatnya juga luas nyaman dan bersih,positive
wifinya lancar cocok buat nugas tempat nya adem,neutral
tempat ternyaman buat nongkii dan nugas terus juga awak kopi studio nya ramah semuaa terbaik memang dengan harga yang ramah di kantong,positive
murah oke buat nugas,neutral
tempatnya nyaman dan makanannya enak,neutral
menunggu makanan datang lama banget jam menunggu enggak di anter cuma mau makan mie yang baru datang saja sudah dilayani enggak mau lagi kesini kerja enggak profesional banget piring kotor udara mineral meminta dingin dikasih enggak dingin,negative
lama lemot,negative
makanannyaa enaakk banget langganan aku kalo pulang kurang dari,neutral
wah senang banget gacoan suhat sudah perbaiki dari segi rasa dulu awal awal baru buka pernah urutan di cabang ini rasanya kurang banget tapi sekarang pas urutan lagi rasanya sudah enak banget aku suka aku suka,neutral
tempat makan yang murah dan enak di kota malang dengan berbagai menu menggoyang lidah,neutral
nyaman placee nyaman banget kakak kasirnya baik dan ramah,positive
solusi bagi anak kos yang ingin makan nasi ayam geprek dengan harga yang sangat terjangkau,neutral
nasi tempongnya mantap apalagi tumisan ikan asinnya,neutral
karyawan tidak ramah orang nyerobot dibiarkan malah disilakan untuk nyerobot harusnya antrean umum dan rombongan bus dibedakan biar tidak ada yang nyerobot enggak jelas,negative
hanya menu saja setangah jam tahi,negative
untuk pelayanan makan bawa pulang lama untuk yang lainnya oke semoga sistem bawa pulang segera di perbaiki,negative
tempatnya sih oke cuma pelayanannya super duper lamaa masak urutan minum saja nunggunya menit dan itu enggak cuma sekali duakali,negative
tempat nya nyaman pelayanannya cepat,positive
mantap sama,neutral
menunya enak tempatnya kecil tapi ada lesehan juga bawa keluarga kesini makan ada mushollah juga untuk pesanan harus diyakinkan atau ditanya ulang biar sesuai pesanannya,negative
sambelnya juaraa harganya sangat murah beli porsi lauk ikan kecil telor dadar udara mineral gelas dan kerupuk habis saja antrinya lumayan panjang tapi pelayanannya cukup cepat,positive
awalnya aku diremehkan sama bumbu hitamnya tapi ternyata dimakan sama ayam geprek enak coy pelayanannya cepat menunya sangat lidah indonesia ramah kebetulan aku beli pas ada promo jadi makan minum berdua dapat segambreng cuma rbkeyboard key name sungkeemm,positive
layanan lama,neutral
makanannya enak tapi sering antri,negative
enak sekali dan murah meriah menu lengkap dan tempat duduk tersedia walau tidak banyak parkiran di pinggir jalan,positive
untuk makan ditempat kita menunggu dulu di dekat kasir karena makanan kita sendiri yang bawa lebih luas di lantai ada kipas angin ada tempat duduk kursi dan lesehan kamar mandi cuci tangan serta jaringan,negative
punya tema yang beda daripada gacoan lainnya jadi pelayanan nya bisa lebih cepat,positive
tempatnya luass enak buat nongkrong dan nugass buat wfc nyamann,neutral
pelayanan bagus makanannya enak,positive
sambelnyaa muantaapp,neutral
pelayanan ramah cepat tempat bersih dan selalu ramai,positive
pelayanan sangat kurang karena lama sekali dan lemot sekali ada orang baru pesan sudah dilayani terlebih dahulu sedangkan yang pesan sejak awal beli dilayani,negative
geprek kak mawar menawarkan harga yang sangat murah untuk sebuah restoran ayam ayam panggang renyah yang saya pesan rasanya enak dan mereka menawarkan nasi dan th sepuasnya mereka juga menerima pembayaran tanpa uang tunai menjadikannya pilihan bersantap yang nyaman terletak di kawasan wisata parkir sigura gura diperkirakan akan dikenakan biaya parkir,positive
makanan cukup enak sambelnya enak cukup murah dan tempat cukup banyak spasi,neutral
tidak wa admin ada enggak kak soalnya mau merayakan ultah,negative
terlalu lama membersihkan piring selesai pelanggan makan ini masih berserakan kasir kurang ramah,negative
tolong enggak lagi deh beli disini sudah pelayannya enggak ramah pesenannya lama hampir jam kita tanyakan ke pelayan nya malah dianya enggak jawab langsung ngelayanin yang lain padahal kita masih berdiri di depan dia buruk sikap kapok makan disini,negative
pelayanan bagus ramah cekatan temat bersih,positive
layanan kurang baik,negative
buat para mahasiswa sangat rekomen sekali kesini wifi enggak kaleng bos,negative
makanannya enak untuk tingkat pedas nya terlalu pedas,neutral
harga murah pelayanan cepat cocok banget untuk hanya sekedar makan ringan bareng teman atau pasangan,positive
kalau makan disini selalu nasinya kayak bubur sambal bawang selalu habis menu selalu kurang kasir tidak mndengarkan pesenan dengan baik,negative
makanan kumplit pegawai nya ramah lahan parkir nya luas,positive
tempat nya luas nyaman banget dan bersih,neutral
pesan es milo rasanya hambar enggak dingin tidak ada es batunya kritik bukan berarti tidak suka agar supaya lebih baik lagi melayani pelanggan,negative
penjaga pintu portal cewek sombong sekali pecat saja ada keluhan bukannya dibantu malah memarahi pelanggan pekerja cewek penjaga itu tidak sopan sama sekali minim sikap keluarkan pecat pelayanannya buruk gacoan juga buruk masalah parkirinya gacoan bukan bisnis mie melainkan bisnis parkir,negative
untuk makanannya standart tempat nyaman pelayanan ramah,positive
pelayanan saya ke emas baris,neutral
menunya enak tempat strategis sampai sering enggak kebagian tempat terlalu recomended soalnya,negative
pelayanan yang mantap makanan enak dan harga terjangkau,positive
kecewa banget hari ini ke gacoan sawojajar sudah menunggu jam lebih belum selesai sampai semua orang maju kedepan baru di layanin,negative
dulu jadi tempat favorit buat nongkrong karena pancong yang lumer tanpa diminta stgah matang kopi yang mantab meski cuma beli mendapatkan pelayanan yang sangat ramah dan duduklah set tapi sekarang rupanya hanya tinggal kenangan,positive
selalu kesini kalo mencari kopi murah dan enak tempatnya nyaman dan dekat rumah,neutral
tempatnya bagus enak nyaman aman cocok buat nugas,positive
pelayanan kasir ramah sekali,positive
saya pesan lewat grabfood saya cuman permintaan tidak di geprek sambal di pisah enggak bisa padahal cuman bungkuskan tidak di geprek sambel di pisah tidak bisa apa anak saya mau makan sambal sombong mentang sudah terkenal banyak aturan,negative
tempatnya nyaman buat nugas bersih karyawan ramah dan pelayanan baik,positive
pentol kress,neutral
nasi tempongnya enak dengan topping yang lengkap sayurnya cukup banyak dan lauknya pun tidak pelit datang ke sini jam dan sudah lengkap menunya juga sudah ada pembeli lain yang datang sebelumnya rasanya enak sesuai ekspektasi sambalnya cukup pedas untuk ukuran saya warungnya tidak begitu luas dengan meja memanjang di samping tembok namun kursinya cukup banyak di sini juga tersedia minuman lokal temulawak,neutral
pelayanan lama sekali,negative
enak rasanya langsung coba sendiri saja,neutral
pelayanan bingang sekali,negative
geprek kota sambal bawang paling disarankan,neutral
pernah kesini beberapa kali enggak terlalu antri banyak dan enggak lama alhamdulillah jukir enggak menarik parkir,positive
datang berdua pesan minum sama geprek yang ketulis di nota ternyata cuman sudah begitu lama banget pesanan nya jadi menit an kasir cuek kurang komunikatif jadinya salah masukan kayak begitu untuk makanan enak banget apalagi geprek nya krispi nya dapat pedesnya enak aslii alpukat choco nya juga mantap suka banget cukup di perbaiki saja pelayanannya,negative
pelayananya ramah tempatnya bersih pelayanannya cepat,positive
mbaknya ramah dan baik cuma bisa kali ya diinfoin kalo minuman ternyata ambil sendiri sebagai orang yang jarang ke gacoan baru tau kalo ada perubahan kayak begini dulu kan diantar semua kalo enggak salah tempatnya sejuk mienya juga enak rasa masih oke tolong jangan kuras dompetkuu xixixi,negative
kasir tidak fokus dan lebih banyak mengomong dengan rekan kerjanya pelayanan enggak banget tempat remang remang,negative
tidak profesional dalam menangani pesanan online baik dari ambil makanan gojek shopee makanan selalu alasan aplikasi di hp tidak bunyi sedangkan karyawan duduk santai merokok dan ngopi didepan gerai tolong buat pengelola lebih ditingkatkan kasihan bapak ojol menunggu lama menit lebih,negative
bagus enakk tempatnyaa,neutral
tempatnyaa sangat amat duper cozyy palayananya cepat kak marcel baik kak cia baik semuanya kariyawan juga baik makanan enak apalagi pancong coklat kejunyaa ai laik tempatnyaa bagus,positive
sesuai dengan harga terjangkau enak pedas endulita menunya macam macam mulai dari seafood sampai darat,neutral
dalam hal pelayanan memang ada sistem baru tapi justru itu yang membuat saya kasih peringkat sedikit posisi saya pesan mie gacoan porsi yang sudah matang walaupun harus menunggu sedangkan yang porsi meminta ampun lama nya awak pada saling lempar tanggung jawab dan akhir nya sekitar menit dan saya tinggal kembali kak meja baru datang pesanan saya dicatat posisi tidak terlalu ramai jadi secara logika harus nya tidak sampai pelanggan menunggu terlalu lama dan manajer atau yang bertanggung jawab disana tidak melakukan pengawasan dengan baik,negative
